Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
银色小环,银色小环,银色小环，配件，隔珠，直徑 5mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,ysxh_spc_5,,尺寸,5mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%93%B6%E8%89%B2%E5%B0%8F%E7%8E%AF.png,1,银色小环,,FALSE,银色小环｜Pearl Pearl DIY,银色小环，配件，隔珠，直徑 5mm。,,,,,,,,,,,,,,
黃水晶,黃水晶,黃水晶，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,hsj_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%BB%83%E6%B0%B4%E6%99%B6.png,1,黃水晶,,FALSE,黃水晶｜Pearl Pearl DIY,黃水晶，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,黃水晶,,,,,,,,hsj_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,黃水晶,,,,,,,,hsj_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
黃瑪瑙,黃瑪瑙,黃瑪瑙，珠子，瑪瑙，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,瑪瑙,"diy:bead, 珠子, 瑪瑙, cat:瑪瑙",TRUE,Active,hm_agt_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%BB%83%E7%91%AA%E7%91%99.png,1,黃瑪瑙,,FALSE,黃瑪瑙｜Pearl Pearl DIY,黃瑪瑙，珠子，瑪瑙，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,黃瑪瑙,,,,,,,,hm_agt_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,黃瑪瑙,,,,,,,,hm_agt_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
蜜蠟,蜜蠟,蜜蠟，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,ml_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%9C%9C%E8%A0%9F.png,1,蜜蠟,,FALSE,蜜蠟｜Pearl Pearl DIY,蜜蠟，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,蜜蠟,,,,,,,,ml_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,蜜蠟,,,,,,,,ml_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
满钻蝴蝶,满钻蝴蝶,满钻蝴蝶，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,mzhd_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E6%BB%A1%E9%92%BB%E8%9D%B4%E8%9D%B6.png,1,满钻蝴蝶,,FALSE,满钻蝴蝶｜Pearl Pearl DIY,满钻蝴蝶，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
晶蝶,晶蝶,晶蝶，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,jd_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E6%99%B6%E8%9D%B6.png,1,晶蝶,,FALSE,晶蝶｜Pearl Pearl DIY,晶蝶，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
镂空金蕾丝,镂空金蕾丝,镂空金蕾丝，配件，隔珠，直徑 6mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,lkjls_spc_6,,尺寸,6mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%95%82%E7%A9%BA%E9%87%91%E8%95%BE%E4%B8%9D.png,1,镂空金蕾丝,,FALSE,镂空金蕾丝｜Pearl Pearl DIY,镂空金蕾丝，配件，隔珠，直徑 6mm。,,,,,,,,,,,,,,
海紋石,海紋石,海紋石，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,hws_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E6%B5%B7%E7%B4%8B%E7%9F%B3.png,1,海紋石,,FALSE,海紋石｜Pearl Pearl DIY,海紋石，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,海紋石,,,,,,,,hws_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,海紋石,,,,,,,,hws_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
葡萄石,葡萄石,葡萄石，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,pts_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%91%A1%E8%90%84%E7%9F%B3.png,1,葡萄石,,FALSE,葡萄石｜Pearl Pearl DIY,葡萄石，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,葡萄石,,,,,,,,pts_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,葡萄石,,,,,,,,pts_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
金福,金福,金福，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,jf_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%87%91%E7%A6%8F.png,1,金福,,FALSE,金福｜Pearl Pearl DIY,金福，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
复古雕花,复古雕花,复古雕花，配件，隔珠，直徑 8mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,fgdh_spc_8,,尺寸,8mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%A4%8D%E5%8F%A4%E9%9B%95%E8%8A%B1.png,1,复古雕花,,FALSE,复古雕花｜Pearl Pearl DIY,复古雕花，配件，隔珠，直徑 8mm。,,,,,,,,,,,,,,
滿天星,滿天星,滿天星，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,mtx_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E6%BB%BF%E5%A4%A9%E6%98%9F.png,1,滿天星,,FALSE,滿天星｜Pearl Pearl DIY,滿天星，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,滿天星,,,,,,,,mtx_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,滿天星,,,,,,,,mtx_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
小祥云,小祥云,小祥云，配件，隔珠，直徑 5mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,xxy_spc_5,,尺寸,5mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%B0%8F%E7%A5%A5%E4%BA%91.png,1,小祥云,,FALSE,小祥云｜Pearl Pearl DIY,小祥云，配件，隔珠，直徑 5mm。,,,,,,,,,,,,,,
大祥云,大祥云,大祥云，配件，隔珠，直徑 5mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,dxy_spc_5,,尺寸,5mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%A4%A7%E7%A5%A5%E4%BA%91.png,1,大祥云,,FALSE,大祥云｜Pearl Pearl DIY,大祥云，配件，隔珠，直徑 5mm。,,,,,,,,,,,,,,
檸檬黃水晶,檸檬黃水晶,檸檬黃水晶，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,nmhsj_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E6%AA%B8%E6%AA%AC%E9%BB%83%E6%B0%B4%E6%99%B6.png,1,檸檬黃水晶,,FALSE,檸檬黃水晶｜Pearl Pearl DIY,檸檬黃水晶，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,檸檬黃水晶,,,,,,,,nmhsj_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,檸檬黃水晶,,,,,,,,nmhsj_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
天河石,天河石,天河石，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,ths_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%A4%A9%E6%B2%B3%E7%9F%B3.png,1,天河石,,FALSE,天河石｜Pearl Pearl DIY,天河石，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,天河石,,,,,,,,ths_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,天河石,,,,,,,,ths_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
綠螢石,綠螢石,綠螢石，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,lys_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E7%B6%A0%E8%9E%A2%E7%9F%B3.png,1,綠螢石,,FALSE,綠螢石｜Pearl Pearl DIY,綠螢石，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,綠螢石,,,,,,,,lys_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,綠螢石,,,,,,,,lys_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
锆石猫咪,锆石猫咪,锆石猫咪，配件，隔珠，直徑 8mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,gsmm_spc_8,,尺寸,8mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%94%86%E7%9F%B3%E7%8C%AB%E5%92%AA.png,1,锆石猫咪,,FALSE,锆石猫咪｜Pearl Pearl DIY,锆石猫咪，配件，隔珠，直徑 8mm。,,,,,,,,,,,,,,
金髮晶,金髮晶,金髮晶，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,jfj_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%87%91%E9%AB%AE%E6%99%B6.png,1,金髮晶,,FALSE,金髮晶｜Pearl Pearl DIY,金髮晶，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,金髮晶,,,,,,,,jfj_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,金髮晶,,,,,,,,jfj_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
五棱金钻,五棱金钻,五棱金钻，配件，隔珠，直徑 5mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,wljz_spc_5,,尺寸,5mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E4%BA%94%E6%A3%B1%E9%87%91%E9%92%BB.png,1,五棱金钻,,FALSE,五棱金钻｜Pearl Pearl DIY,五棱金钻，配件，隔珠，直徑 5mm。,,,,,,,,,,,,,,
珠遇蝶,珠遇蝶,珠遇蝶，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,zyd_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E7%8F%A0%E9%81%87%E8%9D%B6.png,1,珠遇蝶,,FALSE,珠遇蝶｜Pearl Pearl DIY,珠遇蝶，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
羽毛螢石,羽毛螢石,羽毛螢石，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,ymys_stn_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E7%BE%BD%E6%AF%9B%E8%9E%A2%E7%9F%B3.png,1,羽毛螢石,,FALSE,羽毛螢石｜Pearl Pearl DIY,羽毛螢石，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,羽毛螢石,,,,,,,,ymys_stn_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,羽毛螢石,,,,,,,,ymys_stn_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
小福牌,小福牌,小福牌，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,xfp_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%B0%8F%E7%A6%8F%E7%89%8C.png,1,小福牌,,FALSE,小福牌｜Pearl Pearl DIY,小福牌，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
葫芦成双,葫芦成双,葫芦成双，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,hlcs_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%91%AB%E8%8A%A6%E6%88%90%E5%8F%8C.png,1,葫芦成双,,FALSE,葫芦成双｜Pearl Pearl DIY,葫芦成双，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
和田玉,和田玉,和田玉，珠子，礦石，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,礦石,"diy:bead, 珠子, 礦石, cat:礦石",TRUE,Active,hty_jd_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%92%8C%E7%94%B0%E7%8E%89.png,1,和田玉,,FALSE,和田玉｜Pearl Pearl DIY,和田玉，珠子，礦石，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,和田玉,,,,,,,,hty_jd_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,和田玉,,,,,,,,hty_jd_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
锆石螺旋,锆石螺旋,锆石螺旋，配件，隔珠，直徑 6mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,gslx_spc_6,,尺寸,6mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%94%86%E7%9F%B3%E8%9E%BA%E6%97%8B.png,1,锆石螺旋,,FALSE,锆石螺旋｜Pearl Pearl DIY,锆石螺旋，配件，隔珠，直徑 6mm。,,,,,,,,,,,,,,
闪跃月亮,闪跃月亮,闪跃月亮，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,syyl_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%97%AA%E8%B7%83%E6%9C%88%E4%BA%AE.png,1,闪跃月亮,,FALSE,闪跃月亮｜Pearl Pearl DIY,闪跃月亮，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
锆石钻闪,锆石钻闪,锆石钻闪，配件，隔珠，直徑 5mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,gszs_spc_5,,尺寸,5mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%94%86%E7%9F%B3%E9%92%BB%E9%97%AA.png,1,锆石钻闪,,FALSE,锆石钻闪｜Pearl Pearl DIY,锆石钻闪，配件，隔珠，直徑 5mm。,,,,,,,,,,,,,,
小年兽,小年兽,小年兽，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,xns_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%B0%8F%E5%B9%B4%E5%85%BD.png,1,小年兽,,FALSE,小年兽｜Pearl Pearl DIY,小年兽，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
金色小环,金色小环,金色小环，配件，隔珠，直徑 5mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,jsxh_spc_5,,尺寸,5mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%87%91%E8%89%B2%E5%B0%8F%E7%8E%AF.png,1,金色小环,,FALSE,金色小环｜Pearl Pearl DIY,金色小环，配件，隔珠，直徑 5mm。,,,,,,,,,,,,,,
北极星,北极星,北极星，配件，吊墜，直徑 2mm。,Pearl Pearl,aa-6-3,吊墜,"diy:accessory, 配件, 吊墜, cat:吊墜",TRUE,Active,bjx_pnd_2,,尺寸,2mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%8C%97%E6%9E%81%E6%98%9F.png,1,北极星,,FALSE,北极星｜Pearl Pearl DIY,北极星，配件，吊墜，直徑 2mm。,,,,,,,,,,,,,,
彩锆轮,彩锆轮,彩锆轮，配件，隔珠，直徑 6mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,cgl_spc_6,,尺寸,6mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E5%BD%A9%E9%94%86%E8%BD%AE.png,1,彩锆轮,,FALSE,彩锆轮｜Pearl Pearl DIY,彩锆轮，配件，隔珠，直徑 6mm。,,,,,,,,,,,,,,
黃膠花,黃膠花,黃膠花，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,hj_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%BB%83%E8%86%A0%E8%8A%B1.png,1,黃膠花,,FALSE,黃膠花｜Pearl Pearl DIY,黃膠花，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,黃膠花,,,,,,,,hj_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,黃膠花,,,,,,,,hj_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
醒狮,醒狮,醒狮，配件，隔珠，直徑 8mm。,Pearl Pearl,aa-6-3,隔珠,"diy:accessory, 配件, 隔珠, cat:隔珠",TRUE,Active,xs_spc_8,,尺寸,8mm,,,,,,,,59,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E9%86%92%E7%8B%AE.png,1,醒狮,,FALSE,醒狮｜Pearl Pearl DIY,醒狮，配件，隔珠，直徑 8mm。,,,,,,,,,,,,,,
薰衣草紫水晶,薰衣草紫水晶,薰衣草紫水晶，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,xyczsj_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E8%96%B0%E8%A1%A3%E8%8D%89%E7%B4%AB%E6%B0%B4%E6%99%B6.png,1,薰衣草紫水晶,,FALSE,薰衣草紫水晶｜Pearl Pearl DIY,薰衣草紫水晶，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,薰衣草紫水晶,,,,,,,,xyczsj_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,薰衣草紫水晶,,,,,,,,xyczsj_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
紫鋰輝,紫鋰輝,紫鋰輝，珠子，水晶，直徑 6mm／8mm／10mm。,Pearl Pearl,aa-6-3,水晶,"diy:bead, 珠子, 水晶, cat:水晶",TRUE,Active,zlh_cysl_6,,尺寸,6mm,,,,,,,,69,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,https://raw.githubusercontent.com/MorningJet/Pearl/main/%E7%B4%AB%E9%8B%B0%E8%BC%9D.png,1,紫鋰輝,,FALSE,紫鋰輝｜Pearl Pearl DIY,紫鋰輝，珠子，水晶，直徑 6mm／8mm／10mm。,,,,,,,,,,,,,,
,紫鋰輝,,,,,,,,zlh_cysl_8,,,8mm,,,,,,,,89,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,紫鋰輝,,,,,,,,zlh_cysl_10,,,10mm,,,,,,,,99,,,TRUE,,,,,,shopify,100,DENY,5,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
